,stars,body,date
4391,1.0,"very bad guitar. Don't expect a free lunch. When you pay 1900 Rs for a guitar, you deserve this sub-standard product.if you hate someone and don't want them to learn music, please gift them.Your 1900 Rs will be well spent.",12 October 2017
4392,3.0,Body..of guitar is good.. but string are too... Weak...,13 August 2017
4393,1.0,Received a used product,18 October 2017
4394,1.0,"Sound  quality is not good,",3 January 2017
4395,5.0,Fully satisfied,30 December 2016
4396,5.0,Best for the beginners,5 May 2017
4397,4.0,"This 38 inch Guitar with 18 frets has COPPER CLAD STEEL STRINGS and is ideal for Beginners and people who are not taller than 5ft 6 inches. For people above 5ft 8inches or so, this guitar might look like a toy in your hands. You people should therefore opt for a 40 inches guitar. The product was delivered to me on time with neatly packed and the items were present exactly as shown in the picture.",6 March 2016
4398,2.0,I received defective product  i dont hows product quality.,30 June 2017
4399,4.0,"Guitar is good , perfect for beginners .",5 April 2017
4400,1.0,It's good,31 October 2016
4401,5.0,Loved the product. Super fast delivery. Suited for beginners.,23 October 2017
4402,4.0,"For beginners, it a good product",24 September 2017
4403,5.0,A steal for this price. Go for it if you are a beginner like me.,10 October 2017
4404,4.0,Nice guitar. Bought through lightning deal during Diwali as a gift for my son. Good for beginners or  learners.,4 December 2017
4405,5.0,superrbbbbbbb...i was hesitating to buy this....but after recieving this guitar i am very happy,15 November 2017
4406,5.0,Awsm,8 May 2017
4407,5.0,Nice product,25 September 2017
4408,5.0,A very good product in unbelievable price. Awesome.,18 January 2018
4409,1.0,I got broken guitar.,8 September 2017
4410,2.0,dude the string got damaged within a week!!,20 October 2017
4411,4.0,The first one is broken... But this replacement i got is very good comparing with the price.. n it's good for beginner like meThank you  Amazon🙏,25 April 2017
4412,4.0,Good for beginners,17 February 2017
4413,5.0,Nyce,26 January 2017
4414,5.0,Nice,18 September 2017
4415,5.0,Very Nice Guitar With Superb Sound Quality,17 August 2017
4416,4.0,nice product,23 May 2017
4417,5.0,The guitar looks elegant got it @4990....however its a perfect one for beginners under this budget..packaging was good and prompt delivery...,7 March 2016
4418,4.0,Good,15 September 2017
4419,4.0,Good product worth to by.,28 February 2017
4420,5.0,Good one,30 March 2017
4421,3.0,not to good,21 March 2017
4422,3.0,Looks good but breakable quality,22 November 2016
4423,1.0,Very bad quality,4 October 2017
4424,4.0,,19 October 2017
4425,5.0,Great for the price! Thanks Amazon,16 March 2017
4426,5.0,Omg Really Owsm guitar Best Sound Quality,27 September 2017
4427,3.0,These guitar sounds great... But wood quality very poor...,5 February 2018
4428,5.0,The product is extremely good.,17 September 2017
4429,5.0,Nice Product ......Sound is amazing .....,11 January 2018
4430,5.0,Fantastic... Just go for it.... Best for beginners,19 January 2018
4431,5.0,Awesome guitar at this price. Loved the manufacturer and amazon both.,4 February 2017
4432,5.0,Value for money.,19 September 2017
4433,5.0,Good musical instrument.,16 August 2017
4434,4.0,"Nice ,,,,,we are so happy .",15 October 2016
4435,5.0,Brilliant product at such a cheap price.,18 May 2017
4436,5.0,Its is very nice its sound  is too good . I like its packeging its packing was amazing . Its sound is better ar these range,15 February 2017
4437,5.0,ok,6 March 2017
4438,5.0,"Have got this product delivered yesterday, 15th February 2017. Awesome design and very much worth the price. Perfect for beginners.",18 February 2017
4439,5.0,very nice for beginners.realy liked it made ofLinden Woodnice finish nice sound . I am also a beginner. and also it is very cheap.and best for beginnersat last nice guitar,21 April 2017
4440,2.0,Better in this price range,8 December 2017
4441,4.0,It's  nice,25 June 2017
4442,5.0,Mstttt...  I like itSuperbbbb....,16 December 2017
4443,1.0,Bad,7 October 2017
4444,1.0,Bht hi bekr guitar h yeh,24 September 2017
4445,1.0,Duplicate product .Not worth. Nonsense showing lightening deals offering heavy discounts on useless products.,4 April 2017
4446,5.0,Its a very good guitar,24 October 2018
4447,1.0,I got a broken guitar,25 April 2017
4448,4.0,Value for moneyVery nice product,19 April 2017
4449,1.0,Frets are made of wood..,10 October 2017
4450,1.0,"I received this guitar and two strings were broken. And it was only the guitar, there was no bag, no strap, no picks, nothing that was mentioned in the description. The guitar is unplayable. You would be throwing money away if you bought this guitar.",16 April 2017
4451,1.0,Average,15 August 2017
4452,1.0,"terrible product! . It has basic tuning problem. The strings can not sustain the tuning and sounds terrible. I would recommend to buy a standard guitar, priced higher than at least 3500 if you want to practice .Do not buy this one.",10 December 2017
4453,5.0,Awesome guitar..really very good guitar in this price segment and helpfull for people who have tight budget!!,15 October 2018
4454,4.0,Good for beginner's.On time shipment.Value for price product.,17 September 2017
4455,1.0,Worst product.. Don't buy!! Very poor quality..,2 April 2017
4456,3.0,THe first string of Guitar broken with in 20 min of delivery.,19 October 2016
4457,4.0,"Special Note : The guitar is of small size i.e 38' And not a full sized guitar.REVIEW:I bought this by mistake assuming it as full sized, but still the guitar is superb, light weight easy to take anywhere, plays loud and sound quality is good. A best you can get at Rs.2500/-",24 January 2016
4458,4.0,Hi I m vinay ...Actually I am beginner..nice product value for money sound quit good best suitable for beginner go for it,16 February 2016
4459,4.0,Its good luck it,18 February 2017
4460,1.0,Worst,3 October 2017
4461,5.0,how i think about product i gotted like that only and aslo packing is verry good  thank you team a lot,13 May 2017
4462,5.0,good product for beginners..go for it!!,5 July 2018
4463,5.0,That's so gud I like it,17 September 2017
4464,5.0,I think that this is excellent guitar for  the beginners . U should purchase it ...,24 October 2016
4465,3.0,"I am a non-guitarist person and wanted to gift this guitar to my husband who has knowledge of music and instrument of all kind.It was a Diwali gift and received exactly on the day of Diwali.. what else you want? Perfect delivery !!!Guitar looks nice and has all descriptive items with it.However, my all happiness went to a toss when I saw the size of Guitar.. It is indeed beautiful & perfect for a kid but not for a grown up person.So if you want to get this for your kid (till age of 15) its worth.. else please spend a little more and get a better guitar..Thanks Amazon for the perfect delivery, bound to return the product !!",2 November 2016
4466,3.0,Guitar sounds good!Finishing Ok Ok!We can't really complain at this price!Not the best looking guitar!The black coating is Good but attracts a lot of finger touches!Guitar have extra set of strings which was great!  And it also comes with 3 picks!But bag is really low quality and looks super cheap!I am ashamed to carry guitar outdoor in that guitar bag!It would have been awsome if it came with a guitar  CAP!,22 September 2016
4467,1.0,Sir product was damaged .the backside of guitar was broken so please cooperate.,2 November 2016
4468,4.0,Strings are not good. but great for beginners,11 February 2017
4469,5.0,beginners choice..,4 April 2017
4470,4.0,"Nice guitar. However, I have to change strings as the worst strings that I have ever played",4 April 2017
4471,4.0,"Am a professional guitarist bought dis guitar for practicing for my sister.... gud product as for the price I got it at Ra 1990 . Sounds steel guitar , not much bass sound, suitable for girls and short people absolute right guitar for beginners... I would blindly recommend it",13 August 2017
4472,5.0,very good quality and meets expectations.,9 March 2016
4473,1.0,Product is not good. It is difficult to hold and play because of broader base..,26 January 2017
4474,3.0,Good for bigginers ...quality is not that good but.. it's average ... Sound is good .. I m haopy with is,13 August 2017
4475,5.0,"Guitar is Too good I love it.......But damage in 3 days....Here’s what you need to know before you read this review; first, I am not a professional musician/guitar player; however, I consider myself quite a musical person and I do own a few musical instruments including some Casio and Yamaha keyboards, flutes and have owned some very professional musical studio equipment including sound boards like AWE64 and 32 from Creative; of course, I have reviewed tons of these kind of things in the past.So, I have done quite a bit of messing around, just not a ‘professional’ type; keep that in mind. So, if you are looking at this guitar, probably you are starting out, or you simply don’t want to spend too much money on getting one of the bigger brand names; whatever, it is I hope this review helps you decide.What I liked",29 October 2016
4476,5.0,Awesome product in low price. ..Must buy..,5 October 2017
4477,4.0,The guitar is nice!!Cons-CheapGood soundMade of sturdy materialIsn't very fragile(but care should be taken)Cons-The finishing off the product is not that good but doesn't make a difference and compromisable at this price.The bag is nice but here also the finishing ain't that great.Verdict-Great if ur low on budgetRecommend if low on budgetBut if I can go higher then there are better options!!,17 June 2016
4478,5.0,Value for moneyIf u r beginner and want to start with something this is best for you. Build quality is vsry good. And the best thing about this guitar is the size. Its quite handy. Sound quality is comparable with branded guitar like Yamaha.,14 April 2017
4479,5.0,As per me this is very good deal and i am getting this Guitar a very good price.,23 September 2017
4480,2.0,Guitar quality is good as per the price. For learning only. I was not provided with accessories thought. 3 stars.,19 October 2016
4481,1.0,"Tiny guitar. Do not buy this guitar without understanding what the 38 inch means. You will be disappointed if you have ever seen or touched a guitar before. Bad quality strings, wood, bag and literally everything that comes in the pack. Maybe except the pick. Which is alright.",29 January 2018
4482,4.0,It's good. I presented it to my husband . he is so happy.,12 April 2017
4483,5.0,"Awesome guitar for Biggeners, replace steel strings with nylon strings, it will be lot easier to play for beginners and This worth the price.",15 May 2017
4484,4.0,Great as your first guitar...costwise best..,24 May 2017
4485,2.0,Poor sound quality,25 July 2018
4486,2.0,My first guitarWith metal stringLoved itAwesomeBt technically its is note goodAs horizontal width of fret board is less than normal,16 October 2016
4487,4.0,Very good guitar. Worth for its price. Delivery is very fast and Packing  is also good. Just one problem that the strings are  little bit delicate so handle it carefully while tuning.,2 March 2017
4488,3.0,just buy it only if you are a biggner!!!!!!!!!!!Cons !!1... Small2... 18 frets3... treble4... no belt knob on guitar5.. buy 24 frets or less not 186.. the distance between the string base in  front of thee guitar hole the distance is too much if you have to playbuy fingers (thumb picking) there is no place to rest your hand because the distance is too much (if you have a guitar only then you would understand ..6..)Pros1.. made presizly for biggners2...light3.. string action is close so learning cords gets easy4.... cheap ... first learn then buy an expensive 1 s5....worth the money i say bang of it6... its china made but quality is firmsorry for the english social media has ruined my vocabulary..  i suggest buy 1 for around 5 k from a retailer with someone who knows about this machine,16 October 2016
4489,5.0,This guitar is excellent for those who have just started to learn Guitar I tell u guys go for it sound quality is also pretty decent,13 October 2016
4490,5.0,"The product is really awesome. People ask me how I got it for 2k. Though it toom them more than a week to deliver this, It came with a huge packing filled with bubble wrap. It comes with an extra set of strings, 2 picks, a carry bag and a strap. This is great for beginners.One thing people are complaining that it has only one slot for strap. I also thought so but than I saw a video of lumineers where the lead was carryinh the guitar wich hung from the neck with a thread. I checked the strap and I found a thread in the pack. U can also do that",15 February 2017
4491,5.0,"Amazing one,totally worth it.",19 January 2017
4492,1.0,This is third class product because of made by Chinese,19 July 2017
4493,5.0,Nice,16 August 2017
4494,1.0,bekaarrrr.......worst sound quality.......very high action,23 July 2018
4495,5.0,"For me as a beginner, suits fine.Easy to play and seems all ok.Recommends",1 May 2017
4496,2.0,Okay for kids.. free hand practice,16 October 2017
4497,5.0,"Awesome guitar at this price.. bought during diwali sale at rs 1999 only.As I am a absolute beginner it is perfect for me to practice.size 38 inch is also good. And the sound is also nice.just go for it.Got delivered before diwali though delivery date was scheduled for 2 nov.. fast delivery by Amazon as always 5 stars for that.And the packaging. Salute you amazon for that. 5his product was in such a big box my neighbours and relative thought it may be LED tv 😂. It was in a big big big box.. and safely delivered. The product was also fresh and unused. Totally satisfied with product.And yes, I feel proud I am a prime member of amazon.. Amazon's customer support is soo so good no one can beat that.. thank you very much..overall 5 stars rating.. you are perfect..flipkart is still your child and always be..😂.",6 November 2016
4498,1.0,Product not so genuine,19 May 2017
4499,1.0,I got the guitar today but with no accessories. Now I have to wait another 2 weeks to get the same guitar with accessories,4 November 2016
4500,5.0,Awesome one,6 January 2018
4501,2.0,The product is much smaller than shown in the pic. Quality is just ok..... Quite mediocre.,29 August 2017
4502,5.0,Classy Look And Perfect Product!,3 April 2017
4503,4.0,This tha best guitar at this price..Very usefull for beginners...Awesome..So happy after bought it..Go for it...,22 March 2017
4504,2.0,Not worth . I only got the guitar nothing else with it.,14 March 2017
4505,5.0,I got my delivery in only 2 days!Great looks and great sound quality also !U mu$t buy!,28 October 2016
4506,4.0,It's ok and worth the money buy this for beginners😃,16 June 2016
4507,5.0,It's awesome....,14 October 2017
4508,5.0,Someone who's completely new to guitar! This is without a doubt a great deal and perfect choice in terms of quality & first guitar experience. Its a complete package for a beginner. Loved it :D,23 January 2017
4509,5.0,"Nice finishing,very gr8 product fr beginners and too at a affordable price! Don't miss it!",15 October 2016
4510,1.0,Waste guitar,4 June 2017
4511,5.0,Best guitar in the price I recommend you to buy this and best sound and best tunning download real guitar tuner app,24 January 2017
4512,2.0,The product is not as described in the picture1.No white lining on the sides as in the picture2.The head of the Guitar is different3.The Bridge is different4.The Quality of string is bad5.No truss rod and the fret-board is bent6.Guitar is buzzing and d-tuningNot worth itQuality of the bag is also very badThe only good thing was that the Product was delivered on time,4 June 2016
4513,4.0,Good for begineers. But strings and tuning pegs are of not good quality but at this price you cant expect more.,13 November 2017
4514,5.0,Best Guitar As per the price..,24 February 2017
4515,3.0,got a damaged product...need a replacement...bt the guitar is fine...overall,27 September 2017
4516,1.0,Cover is of very poor quality...Amazon delievery service is very bad..,24 January 2017
4517,4.0,This is a very good guitar. It is good for 13-14 years beginner. Quality is very good at such an affordable price.,16 April 2017
4518,5.0,Luv u amazon for such a great packing . . . guitar is also good. . .thank you..,15 October 2016
4519,5.0,"first of all, i would like to tell this...""WORTH THE MONEY...!!"" I got this awesome guitar for Rs.1990/- only. I didn't expect or find any guitar at this price range and in this quality..!! Am a total beginner and this is the first time am holding a guitar..and man..this feels so awesome..fits n sounds perfect..!! all the accessories are included with good quality(strap+replacement strings+picks+nylon bag).DON'T FORGET TO TUNE YOUR GUITAR BEFORE EVERY SESSION..& ALSO KEEP YOUR GUITAR CLEAN FOR LONG LASTING..PROS: LIGHT WEIGHT, WELL BUILT QUALITY, NICE WORKMANSHIP, SOUNDS GOOD IN THIS PRICE, BUILD QUALITY IS AWESOME.CONS: PAINT IS A BIT PEELING OFF(BUT NOT AN ISSUE)SUGGESTIONS: DO BUY A TUNER ALONG WITH THIS GUITAR...!! I WOULD PREFER THIS TUNER.. 
Kadence Digital Chromatic Tuner for Guitar, Bass, Violin & Ukele
I would recommend this one if you are a complete beginner and don't wanna invest more money... :) hope my review helps in choosing a right guitar.....GO FOR IT GUYS..!! :)",3 June 2016
4520,3.0,Good for beginners and guitar sound quality is good,1 June 2017
4521,4.0,Nice,25 July 2016
4522,5.0,The order was on time delivered and as expected  the quality is awesome ....,27 October 2016
4523,3.0,poor quality,16 April 2017
4524,1.0,Worst quality  product never buy...just waste of money..,13 August 2017
4525,5.0,Good for beginners. Attractive.,28 October 2017
4526,4.0,One of the best for beginners.,4 May 2017
4527,5.0,How to attach the strap?,3 April 2017
4528,1.0,poorest guitar ever seen. zero sound quality,26 September 2017
4529,5.0,Really good guitar though I am just a beginner ...,30 December 2016
4530,3.0,"It's basically a Beginner guitar. Looks good but sound little odd. If you're a Beginner you can try, if you're not, Nope!.",7 February 2018
4531,5.0,Awesome product in this range,20 April 2017
4532,3.0,Not soo gud..but ok,10 February 2017
4533,4.0,worthy For Your Money And will Be helpful if u r a beginner but going out of tune Regularly.,19 May 2017
4534,5.0,"Super, superb delivery by Amazon...Good quality product.",25 October 2016
4535,4.0,Good product for begineer & Children. Don't hesitate to order. All item shown in pics arrived.,22 August 2017
4536,5.0,Best quality must buy... what a packing it was well protected from damages.... sound quality is ooosume.... light weighted..received as mention bag strings etc..,17 October 2016
4537,5.0,Nice...,5 March 2017
4538,4.0,"The product is fine but disappointed to see that a peice of wood was dilapidated at the bottom, except that everything is fine. A good option for beginner students. I bought it at the lightning deal for rupees 2190 . Worth the price 👍",1 September 2017
4539,5.0,The  guitar  bag  is  not  good  in  quality  but  the  guitar  is  good. But good in this price,7 October 2017
4540,4.0,Lovely just love it ..........,27 January 2017
4541,5.0,Awesome,25 October 2016
4542,4.0,Good,3 October 2017
4543,5.0,awesome product,19 July 2017
4544,5.0,Amazing,9 March 2017
4545,5.0,Its really good product Amazon is offering a good product,13 January 2018
4546,4.0,Love it ! nice quality for the price you pay.,6 January 2018
4547,3.0,good,29 September 2017
4548,5.0,Received in Excellent condition.,18 November 2016
4549,1.0,Gap between fretboard and strings are so distant. Very sad. It's hurting my child's fingers.,1 November 2017
4550,5.0,Good quality,8 August 2017
4551,5.0,Nice one,21 February 2018
4552,1.0,Were having many issues with the product. I returned it.,27 January 2016
4553,4.0,"When you are not sure about Guitar as your passion/hobby or you just wanna try out, for 2000 (around) , it's the best guitar in the market to begin learning.Sound Quality is good, it looks good things I don't like it only have 1 dot for 12th fret, strings pack which comes with it are not labelled for beginners it almost impossible to judge which is which, they could have given a thinner pick for strumming. Also, build quality is not good, however for 2k it's justifiable.If they can fix it, its 5/5 from me. Until then 4/5.Edit 1:Tried my old guitar and released strings are really far from fret board in this guitar, it's really tough to play bar chords as compared to my rocks guitar where I am easily able to. But yes I have learned due to this Guitar as we need to apply a lot pressure in this one for bar or chords.",2 October 2018
4554,3.0,"Good for beginners but as stated by many, glues comes off really fast. My fretboard almost came off and neck itself has started showing cracks where it joins the main body. A bit disappointed, as it hardly been month I bought this.",3 March 2017
4555,1.0,Received damaged piece,18 October 2016
4556,5.0,"I worried about price is cheap.. but guitar was simply awesome, well it worth it.",24 September 2016
4557,4.0,Good,15 October 2016
4558,3.0,Its a nice guitar..good for beginners...,18 May 2017
4559,4.0,very niceneed to be tunedsatisfied,14 January 2018
4560,2.0,stringing up in guitar,2 September 2017
4561,5.0,"I'm a newbie. Had an idea of buying a Guitar since many years. As soon as I saw the offer in Amazon immediately ordered it. Delivery was with in three days. Product is good enough for absolute beginners like me. Fine tuned the guitar my self. I got a strap,pack of picks and a pack of strings.Over all  I'm satisfied with Amazon service and products.",30 October 2016
4562,5.0,good product,13 August 2017
4563,5.0,An absolute bargain at this price. Love it!,14 August 2017
4564,4.0,Nice,1 December 2016
4565,5.0,Excelent guitar for biggeners,23 May 2017
4566,2.0,Ok ok product,20 February 2017
4567,5.0,received it with a crack but its OK,23 September 2017
4568,2.0,Guitar is nice bt strings is of low quality,23 September 2017
4569,4.0,Good one,20 February 2017
4570,1.0,The extra wires were missing and the product was defective the quality A And E chord wires were interchanged and there was no hook at the other side to hang the guitar on shoulder a only the quality and look of the guitar was nice.,14 October 2016
4571,1.0,music box tut hua he,21 May 2017
4572,5.0,"The packing was bad, the whole box was broken.But the guitar is very good, this price is quite good.Anybody who has bad guitars will have bad luck.I liked it.",21 May 2017
4573,1.0,belt was not strong,4 September 2017
4574,5.0,Loved it plays perfectly,4 December 2017
4575,4.0,Worth it for the money. Great for beginners,26 December 2017
4576,4.0,"This guitar is awesome. Price of this guitar is affordable for normal peoples. And it sound like premium guitar. Also the quality of guitar is better. For Lerners this guitar is best for learning. It is easy to carry. The quality of bag is also good.the finishing of guitar is quite low. But it sound awesome , look doesn't matter.",7 March 2017
4577,5.0,"I received the product, which was very good and the up to the specification. quality was also good.will suggest to go for this product.",16 February 2016
4578,5.0,"nice guitar for my Son, it's very handy for him and very good quality wooden body, sound quality also very nice, nice looks, Lastly very good packaging thank to AMAZON and his vendor for their service.",7 January 2017
4579,1.0,cost is very high,5 May 2018
4580,4.0,"It's smaller than the usual ones so there are less number of frets on it. It doesn't have 24 frets. For me whis a beggiber it serves the purpose very well. Makes good sound which is at par with the best ones out there and is very lightweight. Build quality and finishing is very good. It's almost hard to believe sometimes that this is just worth 3.2k(that's the price I got this for). Given that u get a set of strings with this along with a strap, 2 picks and cover, it is a very good package. Amazon's service was very good but the delivery guy was a bit weird. Overall, I'm very happy with the purchase.",17 April 2016
4581,1.0,Nope .... i cant put the strap on it. And bag size is different . Too small bag size,15 January 2016
4582,5.0,"I have got it today with beautiful package, it is a beautiful product on this price with all stuff which mention with product, just one problem with it , thats Small belt size apart from that all the things are very well within good finishing.",23 April 2017
4583,5.0,nice product & best quality,18 January 2017
4584,5.0,"All those beginners out there, this product is for us. Buy it without any hesitation. Its nice in all the ways and the best part of it is that it is tuned so, you don't have to take the pain of tuning it. Just unwrap it and indulge to fulfill your passion. It comes in a large box with lots of air packages wrapped inside so don't worry of any damages. I got it by 'Gati"" courier service. The guitar have stunning looks, light weighted and those extra strings make you carefree.Its stunning, its fantastic, its amazing, its Amazon!! Love to shop from here :)A very big thank you :)",1 February 2017
4585,1.0,"hey ,,, they have painted old guitars ... and selling as new ones....guitars cannot be tuned to high notes...it has more buzz",3 May 2017
4586,5.0,"I don't know how to play guitar  : ) . But I bought this guitar because I love music. It looks very nice in hands,  I tried to do some strumming , but ...  : ).",21 September 2017
4587,1.0,"The fret board is of plastic, it can't be stand more than 3 months so dnt buy it plzzz....!!It's better to buy a guitar of rs. 2400Available in clampton series",27 February 2017
4588,2.0,"Guitar is okay, not so great but it is good for kids.The rest of the accessories are worst you can find. So if  you are thinking are you getting a deal with all that things free with guitar, its not worth it. The bag was all soiled and there was mold growing on it everywhere. The strap, picks and extras strings are all very very low quality.",5 February 2017
4589,4.0,Best in this price . I got it in 2200. Nothing can b better in this range.Strings quality is cheap u need to buy another one .Overall best product,26 May 2017
4590,3.0,"Primo, I would like to give you an advice that if you want to learn guitar please have a decent start with a decent guitar.Now coming to this guitar,It has an unusually high action(gap between strings and neck) that causes enough hindrance in playing. And best things about this is that you can not lower the action as this guitar is built without a truss rod in it.This is the best thing about this guitar. No truss rod. Woah a guitar without truss rod!!Guitar is somewhat small for an adult. If it's gonna be your first guitar then it's fine as you don't have a comparison in mind. Infact it's a 38"" (18 frets) compared to other full size guitars I have they're 41""(22 frets).Wood is very light weight. Feels cheap and it is cheap.Actually I didn't find any positive thing about this guitar except the price it comes at. For the price around 2k you can get only this much.So If you're an absolute beginner, don't want to spend much and still want to hit the strings then you can go for it. If you end up not continuing it will not hurt your economy much. Because many a time peeps just buy an expensive guitar in a fit of excitement and end up quitting on it. Because as you know or you don't, playing guitar proficiently is a matter of years. Not everyone makes it to that. So it's ok to start with this cheap guitar and if your interest keeps you going further, you can buy a better one after some time.Still I would say,Invest Atleast 3.5-4k and get a proper guitar. If you actually want to learn and play.And Many people are saying the guitar is good and they are not at all talking about the absence of truss rod. Either they don't know much about it Or they are paid.If you don't know about truss rod let me brief you, it is a steel rod in the neck of the guitar and it is used to adjust the action(height) of strings. And sometimes neck gets bent and if it does not have truss rod the bent neck can not be corrected and your guitar is done.I'm SVKPlease press 'helpful' if you liked my review of the product.",17 September 2018
4591,5.0,Awesome Guitar for beginners and super service by Amazon,13 July 2016
4592,1.0,As a beginner I ordered this guitar as it had a complete kit (every guitar has). A few days all seemed fine except the neck was aligned to a different angle. And the strings are too closely attached that it always mutes some strings. Buy a second hand on olx. I got a Givson semi electric guitar for 2500.,27 April 2017
4593,1.0,Very poor product...,20 May 2017
4594,3.0,"My review is divided into two parts.1st - about amazon.>> best e-commerce website with all genuine products>> delivery of product is more safer than car airbags>> packaging was excellent, not even a single scratch on product.>> one day delivery.2nd  - about product>> product is good for beginners.>> quality is cheap, but you can't expect much at this price range.>> only issue I had is that standard guitar strings doesn't need to press that hard as this guitar strings required to hold down.>> it doesn't sound exactly what standard guitar sounds like,but it's an medium size guitar and as per price it is satisfactory product.Conclusion >> if you are beginner then go for it, professionals anyways don't look for guitar at this price range.>> if you want to buy good quality guitar at this price range then buy second hand guitar (olx), you will definitely find much more good quality product than this one.",16 December 2016
4595,1.0,Damaged Guitar in the box. Box was not well packed. Delivery guy by 'Gati' refused to bring the package to the door and calls me to down my building to recieve it.. hopeless. Over all Guitar looks good its lil small in size but for biginners it should be fine. Asked for refund.,4 February 2017
4596,1.0,The Guitar is small then actual size. Packing of guitar was not good. I founded defective guitar .So I returned this guitar.,10 May 2017
4597,4.0,Very Good product at this price...... I bought it for ₹2390. I am satisfied with this one. Good for me as I'm a beginner,9 May 2017
4598,4.0,Good sound produced. However there was some chipping on curve. Also string 1 got damaged (broke) within a week. Spare was helpful.,27 August 2016
4599,1.0,Bad product,6 February 2017
4600,3.0,although sound it's Good. But the  finishing off product was not good. Also after only ten  day of use it us buzzing.,11 January 2017
4601,1.0,Not even GuitarJust Luck like wooden pc paintedCracked from various location,27 April 2017
4602,1.0,"i order this guitar but it is uncompletted you dosn t give me Bag, Strings, Pick and Strap, Black help for me part is missing",29 January 2017
4603,3.0,Guitar is nice. I have gifted this to my son. He is pretty excited. Thanks for the fast delivery. It's good for the biggeners.,19 August 2017
4604,1.0,"Incomplete product ... Missing accessoriesNo strings, no pick, no straps",18 October 2016
4605,4.0,"This is really nice product,the sound is very nice ,but  I face one problem the freat board fitting and finishing is not too good",2 April 2017
4606,2.0,"The guitar looked all fine but the strings were loose and neck looked painted, tuning was also made of plastic.",2 February 2017
4607,5.0,"First of all I got this Guitar in 1999/- only. I have checked in Marked & I did not found basic guitar in less than 3000. So 1999/- deal is very good & for this I really thanks to AMZON.As I am completely new eyt to learn the Guitar, so for new person like me its really good deal.The Guitar was packaged so well as i got Biiiiig box like 40 inch TV. Guitar was well protected in the box. Image has shown white stripes on Guitar, but I received full black Guitar & it looks very awesome & cool. Guitar is in black glossy color.Image has shown 2 pics but i got 3 pics in the Guitar cover as well as extra 5 strings.Guitar Cover is looks so so, but at the rate of 1999/- it is very good.Overall in this rate you will not get guitar like this in Market.Go for It...",31 October 2016
4608,3.0,"As soon as u open the box first thing that hits you is the smell of the paint used on the guitar. And you take it into your hands you cant help but think how cheap it looks even considering the price point.If you are a beginner, you definitely want a guitar that is well built... u can compromise on the looks for a low priced guitar but it should be sturdy one. The neck of this guitar ( at least the one that amazon or whoever the actual seller is tried selling me ) is soooo weak that you will break it in couple of weeks... especially if you are a beginner you are more likely to break it due to incorrect pressure and left hand positioning on the guitar neck.The one I received...had no protective packagingPaint work was shabby and uneven...u can feel it and see it cheap2nd string was bent or crooked (exactly over the hole area)The neck was not goodI cannot comment on how it sounds..coz i looked at it and did not want to play it all....may be the lowest priced ... but wots the point of spending even that 2k if it doesnot entice you into playing it???The many good reviews of the product made me buy this with confidence but all my confidence was shaken and was utterly disappointed with the seller and the item that was tried to be sold to me.Simply giving 3 stars on assumption that I was unlucky to have received a fraudulent piece and others might have received genuine or good product.",3 May 2017
4609,5.0,This guitar is very beautiful and sound quality is very best,21 May 2017
4610,4.0,"I'm satisfied with the product quality and Amazon's service. You have to tune the guitar yourself, sound is good.A must buy for beginners",18 February 2018
4611,1.0,utter disappointed with the product. ordered for my daughter. Product was defective and broken. Ordered replacement.,17 January 2018
4612,4.0,Awesome guitar...!!,4 August 2016
4613,5.0,"Very good product. Value for money. Amazon has proved once again that it is quick in delivering the products faster than the EDD. This was a birthday gift to my self. I'm satisfied Good packaging, Amazing delivery, Outstanding Guitar.",1 January 2016
4614,5.0,Best,17 June 2017
4615,1.0,Wrst...Bad in quality..,26 December 2016
4616,5.0,First of all i would like to thanks amazon for providing such a beautiful guitar in this prizePacking is so hard...Finishing is awsmComfortable to carryGreat sound qualityNote. Perfect for beginnersNote. I know there are few negative reviews... It is only because some customer got defected pie....so dont be confuse just go for itAnd this guitar is better then jixingJust go for it....,16 October 2016
4617,5.0,Good 1......,26 April 2017
4618,5.0,This is my first guitar and its really amazing. Worth of each penny spent. Packaging is good. Delivery could have been better. Go for it don't hesitate.,16 October 2016
4619,1.0,Product is nice but my product is defective....,28 January 2017
4620,1.0,"Did not receive strings, pick and strap, just the guitar.. This is not done!",16 October 2016
4621,1.0,"Don't buy,its very cheap, it's not a guitar, it's a toy, bloddy toy",27 October 2017
4622,4.0,Good packing and nice quality product,20 February 2017
4623,3.0,i am not satisfy this guitar,18 February 2017
4624,3.0,Good first time playing very good,8 May 2017
4625,3.0,okay for beginers.,13 April 2017
4626,4.0,I pay for this only 1649/-U should go for it........it is good for beginners........,28 October 2018
4627,1.0,Worst quality . Please don't buy.,6 June 2017
4628,5.0,This is amazing my son is 10 years old and he loved this guitar plz those who want copper clad string plz buy this Jixing is having nylon steel. Plz buy this this is amazing.,29 August 2016
